text,label
"Penetration Testing, Ruby, Ansible and have worked on related projects.","Penetration Testing, Ruby, Ansible"
"Machine Learning, Ruby and have worked on related projects.","Machine Learning, Ruby"
"Go, Machine Learning, Teamwork, Penetration Testing and have worked on related projects.","Go, Machine Learning, Teamwork, Penetration Testing"
"Leadership, SOC Analysis and have worked on related projects.","Leadership, SOC Analysis"
"Teamwork, Penetration Testing, CI/CD, Deep Learning and have worked on related projects.","Teamwork, Penetration Testing, CI/CD, Deep Learning"
"Pandas, Network Security and have worked on related projects.","Pandas, Network Security"
"Time Management, Deep Learning and have worked on related projects.","Time Management, Deep Learning"
"Leadership, C++ and have worked on related projects.","Leadership, C++"
"Leadership, Ethical Hacking, C++, Pandas and have worked on related projects.","Leadership, Ethical Hacking, C++, Pandas"
"Azure, SIEM, Java and have worked on related projects.","Azure, SIEM, Java"
"SIEM, Deep Learning and have worked on related projects.","SIEM, Deep Learning"
"Deep Learning, PHP and have worked on related projects.","Deep Learning, PHP"
"PyTorch, Time Management and have worked on related projects.","PyTorch, Time Management"
"Python, Deep Learning, Ethical Hacking, Problem Solving and have worked on related projects.","Python, Deep Learning, Ethical Hacking, Problem Solving"
"Deep Learning, SOC Analysis, Problem Solving and have worked on related projects.","Deep Learning, SOC Analysis, Problem Solving"
"CI/CD, TensorFlow, SOC Analysis and have worked on related projects.","CI/CD, TensorFlow, SOC Analysis"
"Go, Ethical Hacking, Scikit-learn, Problem Solving and have worked on related projects.","Go, Ethical Hacking, Scikit-learn, Problem Solving"
"Swift, Azure, PyTorch and have worked on related projects.","Swift, Azure, PyTorch"
"Penetration Testing, Leadership, TensorFlow, GCP and have worked on related projects.","Penetration Testing, Leadership, TensorFlow, GCP"
"Ethical Hacking, JavaScript and have worked on related projects.","Ethical Hacking, JavaScript"
"Leadership, SOC Analysis and have worked on related projects.","Leadership, SOC Analysis"
"SOC Analysis, Leadership, Go, Machine Learning and have worked on related projects.","SOC Analysis, Leadership, Go, Machine Learning"
"Java, Kubernetes, Deep Learning and have worked on related projects.","Java, Kubernetes, Deep Learning"
"Scikit-learn, Ruby, CI/CD and have worked on related projects.","Scikit-learn, Ruby, CI/CD"
"Docker, Communication, Machine Learning and have worked on related projects.","Docker, Communication, Machine Learning"
"Leadership, PHP, SIEM, CI/CD and have worked on related projects.","Leadership, PHP, SIEM, CI/CD"
"SOC Analysis, GCP, Ruby and have worked on related projects.","SOC Analysis, GCP, Ruby"
"Problem Solving, TensorFlow, Penetration Testing and have worked on related projects.","Problem Solving, TensorFlow, Penetration Testing"
"Ansible, Teamwork, Machine Learning, SOC Analysis and have worked on related projects.","Ansible, Teamwork, Machine Learning, SOC Analysis"
"Python, Pandas, CI/CD, Teamwork and have worked on related projects.","Python, Pandas, CI/CD, Teamwork"
"Ansible, Network Security and have worked on related projects.","Ansible, Network Security"
"AWS, Leadership and have worked on related projects.","AWS, Leadership"
"Scikit-learn, Teamwork, Ethical Hacking, Terraform and have worked on related projects.","Scikit-learn, Teamwork, Ethical Hacking, Terraform"
"Ethical Hacking, Deep Learning, Time Management and have worked on related projects.","Ethical Hacking, Deep Learning, Time Management"
"Communication, Pandas, SQL, Network Security and have worked on related projects.","Communication, Pandas, SQL, Network Security"
"AWS, Scikit-learn and have worked on related projects.","AWS, Scikit-learn"
"Swift, Deep Learning, Terraform and have worked on related projects.","Swift, Deep Learning, Terraform"
"PHP, SIEM, Problem Solving, Pandas and have worked on related projects.","PHP, SIEM, Problem Solving, Pandas"
"SOC Analysis, Teamwork, Python and have worked on related projects.","SOC Analysis, Teamwork, Python"
"AWS, SIEM, TensorFlow and have worked on related projects.","AWS, SIEM, TensorFlow"
"Java, Scikit-learn, Jenkins, Ethical Hacking and have worked on related projects.","Java, Scikit-learn, Jenkins, Ethical Hacking"
"Azure, Python, Scikit-learn and have worked on related projects.","Azure, Python, Scikit-learn"
"Deep Learning, Azure, Time Management and have worked on related projects.","Deep Learning, Azure, Time Management"
"Terraform, C++, Pandas, SOC Analysis and have worked on related projects.","Terraform, C++, Pandas, SOC Analysis"
"SQL, Ethical Hacking, Pandas, Ansible and have worked on related projects.","SQL, Ethical Hacking, Pandas, Ansible"
"Deep Learning, Network Security, Teamwork and have worked on related projects.","Deep Learning, Network Security, Teamwork"
"Problem Solving, Machine Learning, Python and have worked on related projects.","Problem Solving, Machine Learning, Python"
"Kubernetes, Pandas, JavaScript, Ethical Hacking and have worked on related projects.","Kubernetes, Pandas, JavaScript, Ethical Hacking"
"Ethical Hacking, PHP, Deep Learning, Communication and have worked on related projects.","Ethical Hacking, PHP, Deep Learning, Communication"
"SIEM, C++ and have worked on related projects.","SIEM, C++"
"Jenkins, TensorFlow and have worked on related projects.","Jenkins, TensorFlow"
"Network Security, Teamwork, Ansible and have worked on related projects.","Network Security, Teamwork, Ansible"
"SIEM, PyTorch, Time Management, Ruby and have worked on related projects.","SIEM, PyTorch, Time Management, Ruby"
"Kotlin, Pandas, Communication and have worked on related projects.","Kotlin, Pandas, Communication"
"Pandas, CI/CD, SQL, Leadership and have worked on related projects.","Pandas, CI/CD, SQL, Leadership"
"SIEM, Teamwork, Azure and have worked on related projects.","SIEM, Teamwork, Azure"
"Deep Learning, Terraform, C++, Problem Solving and have worked on related projects.","Deep Learning, Terraform, C++, Problem Solving"
"Scikit-learn, Leadership, Java, CI/CD and have worked on related projects.","Scikit-learn, Leadership, Java, CI/CD"
"TensorFlow, Ethical Hacking, C++, Time Management and have worked on related projects.","TensorFlow, Ethical Hacking, C++, Time Management"
"AWS, Deep Learning, Kotlin and have worked on related projects.","AWS, Deep Learning, Kotlin"
"SOC Analysis, Teamwork and have worked on related projects.","SOC Analysis, Teamwork"
"Teamwork, Python, Terraform and have worked on related projects.","Teamwork, Python, Terraform"
"Scikit-learn, Go and have worked on related projects.","Scikit-learn, Go"
"Deep Learning, Ansible and have worked on related projects.","Deep Learning, Ansible"
"AWS, Leadership, Penetration Testing, C++ and have worked on related projects.","AWS, Leadership, Penetration Testing, C++"
"Leadership, PyTorch, GCP and have worked on related projects.","Leadership, PyTorch, GCP"
"PyTorch, Python, Network Security, Problem Solving and have worked on related projects.","PyTorch, Python, Network Security, Problem Solving"
"Ruby, Leadership, Terraform and have worked on related projects.","Ruby, Leadership, Terraform"
"Time Management, Ansible and have worked on related projects.","Time Management, Ansible"
"PyTorch, Network Security and have worked on related projects.","PyTorch, Network Security"
"SOC Analysis, Terraform, Leadership, Python and have worked on related projects.","SOC Analysis, Terraform, Leadership, Python"
"SOC Analysis, SQL, Scikit-learn, Terraform and have worked on related projects.","SOC Analysis, SQL, Scikit-learn, Terraform"
"SIEM, Leadership, Python and have worked on related projects.","SIEM, Leadership, Python"
"Ansible, Communication, Penetration Testing, Scikit-learn and have worked on related projects.","Ansible, Communication, Penetration Testing, Scikit-learn"
"C++, Network Security, PyTorch and have worked on related projects.","C++, Network Security, PyTorch"
"Time Management, Scikit-learn, GCP and have worked on related projects.","Time Management, Scikit-learn, GCP"
"Jenkins, Penetration Testing and have worked on related projects.","Jenkins, Penetration Testing"
"Machine Learning, Leadership and have worked on related projects.","Machine Learning, Leadership"
"Go, SIEM, AWS and have worked on related projects.","Go, SIEM, AWS"
"SIEM, Pandas and have worked on related projects.","SIEM, Pandas"
"Docker, Ruby, Scikit-learn, Leadership and have worked on related projects.","Docker, Ruby, Scikit-learn, Leadership"
"Python, Machine Learning, SOC Analysis, Leadership and have worked on related projects.","Python, Machine Learning, SOC Analysis, Leadership"
"PyTorch, Python and have worked on related projects.","PyTorch, Python"
"Scikit-learn, SOC Analysis, GCP, Problem Solving and have worked on related projects.","Scikit-learn, SOC Analysis, GCP, Problem Solving"
"Time Management, SOC Analysis, PHP, Machine Learning and have worked on related projects.","Time Management, SOC Analysis, PHP, Machine Learning"
"Deep Learning, Leadership, SIEM and have worked on related projects.","Deep Learning, Leadership, SIEM"
"Go, Network Security and have worked on related projects.","Go, Network Security"
"Network Security, Swift, Communication, Jenkins and have worked on related projects.","Network Security, Swift, Communication, Jenkins"
"Deep Learning, SIEM, CI/CD and have worked on related projects.","Deep Learning, SIEM, CI/CD"
"Time Management, C++ and have worked on related projects.","Time Management, C++"
"SOC Analysis, TensorFlow and have worked on related projects.","SOC Analysis, TensorFlow"
"Pandas, Kubernetes, SOC Analysis, Ruby and have worked on related projects.","Pandas, Kubernetes, SOC Analysis, Ruby"
"PHP, CI/CD, Teamwork, Penetration Testing and have worked on related projects.","PHP, CI/CD, Teamwork, Penetration Testing"
"SQL, SOC Analysis, Teamwork, Jenkins and have worked on related projects.","SQL, SOC Analysis, Teamwork, Jenkins"
"TensorFlow, AWS, Network Security, Leadership and have worked on related projects.","TensorFlow, AWS, Network Security, Leadership"
"SQL, Time Management, PyTorch, Ansible and have worked on related projects.","SQL, Time Management, PyTorch, Ansible"
"Network Security, JavaScript, PyTorch, Azure and have worked on related projects.","Network Security, JavaScript, PyTorch, Azure"
"Swift, SOC Analysis, Pandas, Docker and have worked on related projects.","Swift, SOC Analysis, Pandas, Docker"
"Kotlin, Time Management, SOC Analysis, Jenkins and have worked on related projects.","Kotlin, Time Management, SOC Analysis, Jenkins"
"Time Management, Ruby, Penetration Testing, TensorFlow and have worked on related projects.","Time Management, Ruby, Penetration Testing, TensorFlow"
"Teamwork, PHP and have worked on related projects.","Teamwork, PHP"
"SQL, Leadership and have worked on related projects.","SQL, Leadership"
"Jenkins, Python, Teamwork, Pandas and have worked on related projects.","Jenkins, Python, Teamwork, Pandas"
"Teamwork, Swift, AWS, PyTorch and have worked on related projects.","Teamwork, Swift, AWS, PyTorch"
"GCP, Penetration Testing, PyTorch and have worked on related projects.","GCP, Penetration Testing, PyTorch"
"JavaScript, AWS, Pandas, Communication and have worked on related projects.","JavaScript, AWS, Pandas, Communication"
"CI/CD, Kotlin and have worked on related projects.","CI/CD, Kotlin"
"Ruby, GCP, TensorFlow, Time Management and have worked on related projects.","Ruby, GCP, TensorFlow, Time Management"
